SYMBOL,OPEN,HIGH,LOW,CLOSE,LAST,,,,
TARMAT,64.8,64.8,63.55,63.65,63.55,,,,
TASTYBITE,18706.55,19060,18606.25,18792.35,18713,,,,
TATACAPHSG,1080,1080,1079,1079,1079,,,,
TATACAPHSG,1036,1036,1035,1035,1035,,,,
TATACAPHSG,1075,1075,1075,1075,1075,,,,
TATACHEM,839,842.8,830.9,835.75,835,,,,
TATACOFFEE,210,210.35,207.5,208.2,208,,,,
TATACOMM,1357.95,1379.15,1350,1359.9,1360,,,,
TATACONSUM,884.8,885.9,877.6,881.3,880.2,,,,
TATAELXSI,5018,5057.9,4970,4987,4975.15,,,,
TATAINVEST,1280.75,1290,1261.8,1276.15,1272,,,,
TATAMETALI,1059.75,1073.8,1047.95,1064.1,1062,,,,
TATAMOTORS,302.25,307.2,302.2,306.1,305.75,,,,
TATAMTRDVR,141.5,144.2,141.5,143.15,143.4,,,,
TATAPOWER,131.5,133.3,131.3,133,133.15,,,,
TATASTEEL,1476,1476,1449,1452.3,1451.4,,,,
TATASTLBSL,95.65,96,94.1,94.45,94.5,,,,
TATASTLLP,898,908.4,885.05,889.5,887.75,,,,
TATVA,2059,2065,2041.55,2059,2060.05,,,,
TBZ,76.4,76.95,75.15,75.6,75.6,,,,
TCFSL,1069,1069.24,1067.2,1067.2,1067.2,,,,
TCFSL,1155,1167,1149.1,1153.42,1155,,,,
TCFSL,1023,1023,1020,1020.22,1020,,,,
TCFSL,1051.25,1051.25,1051.25,1051.25,1051.25,,,,
TCI,429.45,435.9,425.55,433.6,433.95,,,,
TCIDEVELOP,319.8,340.9,317.5,325.3,329.95,,,,
TCIEXP,1506.05,1544,1504.8,1521,1519,,,,
TCIFINANCE,6.15,6.15,5.55,5.55,5.55,,,,
TCNSBRANDS,677.9,695,665,668.1,668.4,,,,
TCPLPACK,505.45,534.75,501.65,525.65,529,,,,
TCS,3849.95,3896.5,3825,3885.9,3880.1,,,,
TDPOWERSYS,326.05,331.85,319.5,322.9,322,,,,
TEAMLEASE,4530,4573.55,4489.15,4545.65,4573.55,,,,
TECHIN,7,7,7,7,7,,,,
TECHM,1435,1457,1429.5,1452.05,1449.1,,,,
TECHNOE,282.8,282.8,278.3,280.65,280.6,,,,
TEJASNET,425,439,415,420.95,424,,,,
TEMBO,279.5,282,275.25,278.35,279,,,,
TERASOFT,49.5,50.7,48.75,49.7,50,,,,
TEXINFRA,59.85,60.65,58.25,58.8,58.35,,,,
TEXMOPIPES,48.8,50.5,48.3,49.8,50,,,,
TEXRAIL,33.35,33.75,33.05,33.2,33.2,,,,
TFCILTD,69.05,70.95,68.6,69,68.9,,,,
TFL,5.65,5.65,5.45,5.65,5.65,,,,
TGBHOTELS,8.7,8.7,8.25,8.7,8.7,,,,
THANGAMAYL,1090.85,1106.85,1080.3,1091.7,1096,,,,
THEINVEST,120.55,123.9,119.05,119.9,119.05,,,,
THEJO,2650,2700,2625,2692,2688,,,,
THEMISMED,1038,1045.8,975.25,1039.55,1045.8,,,,
THERMAX,1455,1474.9,1445.2,1464.75,1468,,,,
THOMASCOOK,61.9,63.1,61.2,62.1,62.3,,,,
THOMASCOTT,18.2,19.5,18.2,18.95,18.95,,,,
THYROCARE,1284.7,1294.7,1265.85,1279.05,1278.05,,,,
TI,40,41.15,40,40.35,40.6,,,,
TIDEWATER,2042.95,2042.95,1960,1971.35,1980,,,,
TIIL,816.6,835,810.05,817.85,820,,,,
TIINDIA,1336,1375.55,1330,1342.45,1337,,,,
TIJARIA,5.8,5.95,5.45,5.95,5.95,,,,
TIL,161.05,161.05,156.55,158.25,158.05,,,,
TIMESGTY,45.2,46.15,44.05,45.05,44.1,,,,
TIMETECHNO,71.3,73.3,71,72.25,72.15,,,,
TIMKEN,1749,1764.95,1700,1714.5,1716,,,,
TINPLATE,282.7,291.65,280.75,282.8,282.7,,,,
TIPSINDLTD,1321,1382,1311,1342.85,1348,,,,
TIRUMALCHM,206.5,207.9,203,204.6,204.8,,,,
TIRUPATIFL,82.5,84.45,78.6,83.75,84.45,,,,
TITAN,2038.9,2061.5,2032.05,2055.7,2052.95,,,,
TMRVL,15.55,15.55,15.15,15.15,15.15,,,,
TNPETRO,116.15,134.95,116.15,127.95,129,,,,
TNPL,132.05,134.2,131.55,133.55,133.3,,,,
TNTELE,10.3,11.1,10.25,10.7,10.75,,,,
TOKYOPLAST,104.8,115,102.85,107.85,109,,,,
TORNTPHARM,3129,3143.95,3105,3133.1,3119.15,,,,
TORNTPOWER,480.5,484.25,476.65,482.25,480.45,,,,
TOTAL,56.8,57,54.6,55.05,54.95,,,,
TOUCHWOOD,125,126,119.2,119.65,123.85,,,,
TPLPLASTEH,352,357.95,342.5,343.55,342.5,,,,
TREEHOUSE,9.7,9.8,9.4,9.6,9.75,,,,
TREJHARA,59,59.45,58.1,58.2,58.2,,,,
TRENT,1009.95,1023.75,1000.05,1004,1001,,,,
TRF,115,117.4,114.1,114.8,114.8,,,,
TRIDENT,25.75,25.75,24.9,25.05,25.1,,,,
TRIGYN,115,119.95,114.2,119.9,119.95,,,,
TRIL,28.25,28.25,27.6,27.75,27.75,,,,
TRITURBINE,139.2,141.6,136,139.5,139.5,,,,
TRIVENI,171.85,177.65,170.4,175.6,177.6,,,,
TTKHLTCARE,698.05,740.85,695,702.75,705,,,,
TTKPRESTIG,9320,9325,9107,9150.05,9170,,,,
TTL,66.2,68,65.6,66.75,66.85,,,,
TTML,35,36,34.8,35.55,35.55,,,,
TV18BRDCST,36.3,40.4,36.3,39.8,39.7,,,,
TVSELECT,174.85,178,174.65,178,178,,,,
TVSMOTOR,546.5,550.9,544.3,549.95,548.95,,,,
TVSSRICHAK,2124.65,2169.1,2105,2158.95,2160,,,,
TVTODAY,301,312.3,300.1,304.2,303.05,,,,
TVVISION,2.45,2.45,2.4,2.4,2.4,,,,
TWL,92.1,94.7,92.1,93.15,93.25,,,,
UBL,1598,1622.95,1581.15,1586.6,1582.1,,,,
UCALFUEL,150.1,153.15,149.2,151.2,151.45,,,,
UCOBANK,13.85,13.9,13.5,13.55,13.6,,,,
UFLEX,514,546.1,512.3,540.45,540.4,,,,
UFO,92.25,98.4,92.25,96.7,96.7,,,,
UGARSUGAR,26.95,28.2,26.75,27.9,28.2,,,,
UGROCAP,117.7,119.75,116.75,117.1,117,,,,
UJAAS,2.75,2.8,2.7,2.8,2.8,,,,
UJJIVAN,167,167.45,159.5,160.45,160,,,,
UJJIVANSFB,20.7,20.75,20.1,20.2,20.25,,,,
ULTRACEMCO,7970,7973.05,7850,7856.45,7855,,,,
UMANGDAIRY,76.15,77.9,76.15,77.3,77.7,,,,
UMESLTD,4.5,4.5,4.15,4.25,4.2,,,,
UNICHEMLAB,275.2,278,273.15,273.95,273.95,,,,
UNIDT,352,352,344.1,345.95,344.2,,,,
UNIENTER,139.9,141.5,137.5,140.15,141.5,,,,
UNIINFO,24,26,24,24.8,26,,,,
UNIONBANK,34.6,35,34.3,34.45,34.5,,,,
UNITECH,1.75,1.85,1.75,1.85,1.85,,,,
UNITEDPOLY,15.8,15.8,15.8,15.8,15.8,,,,
UNITEDTEA,400.2,403.45,395.55,397.5,402,,,,
UNIVASTU,49.95,49.95,47.25,48.05,48.4,,,,
UNIVCABLES,174,174.75,172.05,172.55,172.6,,,,
UNIVPHOTO,361.55,379.9,343.5,373.75,371.5,,,,
UPL,760.9,764.85,751,752.5,753,,,,
URJA,6.25,6.25,6.05,6.15,6.2,,,,
URJAPP,1.85,1.95,1.85,1.9,1.95,,,,
USHAMART,70.5,70.95,67.55,68.2,68.25,,,,
UTIAMC,1185,1195,1172,1176.45,1180,,,,
UTIBANKETF,36.95,36.95,36.47,36.64,36.84,,,,
UTINEXT50,44.73,45.87,44.7,44.86,44.7,,,,
UTINIFTETF,1839.2,1848.12,1818,1825.4,1828.5,,,,
UTISENSETF,617.99,617.99,609.96,611.45,612.16,,,,
UTISXN50,47.3,49.91,47.3,48.8,48.8,,,,
UTTAMSTL,4.35,4.4,4.25,4.25,4.3,,,,
UTTAMSUGAR,185.9,194.95,182.6,192.1,194.95,,,,
V2RETAIL,125.7,126.95,122.3,124.4,125.9,,,,
VADILALIND,1076.3,1079.65,1028.5,1032.45,1031.05,,,,
VAIBHAVGBL,782.6,784.9,755,758.25,757.75,,,,
VAISHALI,38.2,38.45,37.5,38,37.75,,,,
VAKRANGEE,43.3,44.2,42.9,43.15,43.05,,,,
VALIANTORG,1475,1481.95,1430.1,1441.15,1435.55,,,,
VARDHACRLC,67.3,68.4,65.75,65.9,66.2,,,,
VARDMNPOLY,23.55,24.9,23.55,24.35,24.35,,,,
VARROC,267.9,267.9,260,260.9,262,,,,
VASCONEQ,26,27.05,25.5,25.95,26,,,,
VASWANI,11.8,12.15,11.8,12.1,12,,,,
VBL,936.8,941.9,912.45,931.45,934.9,,,,
VCL,72,72.95,69,70.5,72.95,,,,
VEDL,309.25,309.25,302.55,303.2,303.3,,,,
VENKEYS,2969,3029,2910,2940.9,2938,,,,
VENUSREM,481,499,480,482.15,481,,,,
VERTOZ,96.9,100.65,96.5,96.9,96.7,,,,
VESUVIUS,1182.45,1183,1149.8,1159.85,1170,,,,
VETO,104,105.25,102.9,103.3,103.2,,,,
VGUARD,261.7,264.15,256.05,259,259,,,,
VHL,3328.4,3341.7,3240,3269.2,3292,,,,
VICEROY,3.05,3.2,3.05,3.1,3.1,,,,
VIDHIING,389.35,401,370.1,379.2,377.25,,,,
VIJAYA,540,648,532.5,620.1,617,,,,
VIJIFIN,1.55,1.6,1.5,1.6,1.6,,,,
VIKASECO,2.1,2.2,2.1,2.2,2.2,,,,
VIKASLIFE,3.2,3.3,3.2,3.25,3.3,,,,
VIKASPROP,2.25,2.25,2.2,2.2,2.2,,,,
VIKASWSP,4.85,4.95,4.75,4.8,4.85,,,,
VIMTALABS,290,308.2,288.05,305.9,305,,,,
VINATIORGA,1939.4,1950.85,1902.15,1919.35,1920,,,,
VINDHYATEL,1175,1204.2,1170,1176.55,1179,,,,
VINEETLAB,81.3,83,80,80.3,80,,,,
VINYLINDIA,229.2,235,228.3,231.65,232,,,,
VIPCLOTHNG,19.25,19.5,18.6,18.85,19,,,,
VIPIND,485.7,488.45,481.05,484.15,484.55,,,,
VIPULLTD,32.05,33.8,32.05,32.25,32.7,,,,
VISAKAIND,699,709,693.8,697.15,699,,,,
VISASTEEL,10.6,10.6,10,10.3,10.3,,,,
VISHAL,116.05,116.6,110.4,112.3,112.6,,,,
VISHNU,728,730.65,700,730.65,730.65,,,,
VISHWARAJ,149,150.1,143.55,148.75,147.05,,,,
VIVIDHA,0.8,0.8,0.75,0.75,0.8,,,,
VIVIMEDLAB,21.5,22.3,21.5,21.85,21.9,,,,
VLSFINANCE,204.85,206.6,200.05,201.1,203,,,,
VMARCIND,33.95,33.95,33.95,33.95,33.95,,,,
VMART,3473,3499,3430,3451.6,3459.5,,,,
VOLTAMP,1402.65,1412.85,1386.75,1401.25,1401,,,,
VOLTAS,1218.65,1234,1213.25,1227.75,1227,,,,
VRLLOG,333.85,348,333.85,344.2,344,,,,
VSSL,266,270.35,263,264.45,264.2,,,,
VSTIND,3404.5,3475.6,3404.5,3431.5,3431,,,,
VSTTILLERS,2732,2773.75,2635.2,2676.1,2690,,,,
VTL,1934.9,1950,1894.1,1914.2,1915.5,,,,
WABAG,341.05,354.95,338.2,352.55,352,,,,
WABCOINDIA,7390,7399.9,7250,7291.2,7270,,,,
WALCHANNAG,61.55,62.85,59.95,60.5,60,,,,
WALPAR,36.65,36.65,36.65,36.65,36.65,,,,
WANBURY,82,84,80.25,82.5,82.8,,,,
WATERBASE,116.9,119.7,116,117.45,117.5,,,,
WEALTH,265,265,252,253,253,,,,
WEBELSOLAR,69.3,69.8,67.75,69.25,69.3,,,,
WEIZMANIND,50,50.75,47.55,49.25,50,,,,
WELCORP,123.45,127,121.8,123.95,124.4,,,,
WELENT,97.4,99,96.1,96.7,96.85,,,,
WELINV,329.3,339,329.3,332.1,331.25,,,,
WELSPUNIND,134,136.8,133.2,133.6,133.8,,,,
WENDT,4748,4899.9,4720.4,4758.45,4769,,,,
WESTLIFE,533,538.5,528.05,536.35,536,,,,
WFL,127.05,127.05,127.05,127.05,127.05,,,,
WHEELS,815.4,816,796.15,808.05,808.3,,,,
WHIRLPOOL,2313.85,2318,2265.5,2275.85,2300,,,,
WILLAMAGOR,20.8,21,20.2,20.25,20.25,,,,
WINDLAS,372,379,370.5,377,377.5,,,,
WINDMACHIN,30.2,31.25,28.8,29.45,29.6,,,,
WIPL,64,64,60.1,61,61,,,,
WIPRO,671,675.7,670,673.45,673.2,,,,
WOCKPHARMA,417.65,421.7,415.6,417.4,417.45,,,,
WONDERLA,231,234.7,231,232.1,232.35,,,,
WORTH,89.05,90.5,88.4,88.65,88.5,,,,
WSI,8.15,8.55,8,8,8,,,,
WSTCSTPAPR,233.45,234,231.5,232.5,231.9,,,,
XCHANGING,113.5,121.4,113.5,118.25,118.6,,,,
XELPMOC,408.55,413.75,395,406.3,407,,,,
XPROINDIA,410.95,410.95,386,392.05,394.85,,,,
YAARII,108.45,113.15,107,109.75,110,,,,
YESBANK,11.1,12.85,11.05,12.45,12.6,,,,
YUKEN,590,619,589,607.4,608.5,,,,
ZEEL,205.5,270.9,205.5,261.55,261.7,,,,
ZEEL,2,2.05,2,2.05,2.05,,,,
ZEELEARN,13.35,15.5,13.35,15.5,15.5,,,,
ZEEMEDIA,10.2,10.4,10.2,10.4,10.4,,,,
ZENITHEXPO,85.5,85.5,83.1,83.5,83.5,,,,
ZENSARTECH,492.5,499.95,481.05,487.15,489,,,,
ZENTEC,226.1,226.1,226.1,226.1,226.1,,,,
ZODIAC,30.6,30.6,29.15,29.95,29.95,,,,
ZODIACLOTH,113,115.75,112.45,114.2,114.05,,,,
ZODJRDMKJ,33.75,33.75,32.5,32.5,32.5,,,,
ZOMATO,145.15,152.75,136.2,144.1,143,,,,
ZOTA,369.2,372,360.05,361,360.95,,,,
ZUARI,115.5,118.2,115.1,117.8,118,,,,
ZUARIGLOB,129,131.95,127.5,129.7,130,,,,
ZYDUSWELL,2410,2429,2381,2396.35,2385,,,,
